budget,id,popularity,release_date,revenue,runtime,title,vote_average
475000,9270,9.00314,2005-01-30,3919254.0,110.0,Brick,6.8
150000,28349,1.149604,2000-02-08,0.0,90.0,The Dead Hate the Living!,3.9
500000,10177,2.002373,2006-03-10,0.0,93.0,Evil Aliens,6.1
500000,18045,2.758048,2005-03-11,0.0,80.0,The Dark Hours,5.5
20000000,13960,2.582818,2006-03-31,21170563.0,105.0,ATL,6.0
15500000,9035,10.375,2006-03-31,0.0,95.0,Slither,6.3
18000000,9389,9.746725,2006-03-16,1831348.0,105.0,Renaissance,6.7
6500000,8998,8.869162,2006-09-07,13368437.0,88.0,Friends with Money,5.1
21000000,44947,1.792826,2000-12-06,0.0,115.0,The King Is Dancing,7.2
45000000,4257,13.096692,2006-04-13,178262620.0,83.0,Scary Movie 4,5.3
950000,2652,9.62025,2005-01-14,7022209.0,103.0,Hard Candy,6.8
1500000,19592,7.774208,2004-01-01,0.0,91.0,Dead Birds,5.7
10000000,9526,5.114498,2006-06-09,0.0,105.0,A Prairie Home Companion,6.4
8000000,39045,0.743274,1987-08-06,3261638.0,83.0,Pinocchio and the Emperor of the Night,5.3
60000000,5820,12.915358,2006-04-19,77920346.0,108.0,The Sentinel,5.8
80000000,9904,7.904333,2006-03-06,37384046.0,94.0,The Wild,5.1
50000000,588,7.938457,2006-04-21,97607453.0,125.0,Silent Hill,6.3
1601792,17247,2.329513,2005-05-15,253527.0,96.0,Battle in Heaven,5.6
17000000,9310,4.936369,2006-03-04,7314027.0,107.0,American Dreamz,4.9
558000,35545,1.41344,1931-12-26,2227000.0,89.0,Mata Hari,6.1
6000000,8982,9.005167,2005-08-11,27165581.0,108.0,The Protector,6.8
150000000,956,15.687983,2006-05-03,397850012.0,126.0,Mission: Impossible III,6.5
50000000,9530,11.511424,2006-04-28,87528173.0,99.0,RV,5.6
15000000,9829,10.527141,2006-04-28,76286096.0,111.0,United 93,6.9
2000,19719,1.677933,2004-11-21,0.0,64.0,LolliLove,6.1
8000000,7870,11.448612,2005-05-13,852872.0,112.0,Down in the Valley,6.0
80000000,7518,9.382953,2006-04-22,343397247.0,83.0,Over the Hedge,6.3
160000000,503,6.581669,2006-05-12,181674817.0,99.0,Poseidon,5.5
125000000,591,18.566706,2006-05-17,767820459.0,149.0,The Da Vinci Code,6.5
210000000,36668,0.867943,2006-05-24,459359555.0,104.0,X-Men: The Last Stand,6.3
52000000,9767,6.327193,2006-06-01,204999686.0,106.0,The Break-Up,5.6
400000,18164,1.829593,2005-09-11,95687.0,90.0,Twelve and Holding,7.0
120000000,920,18.907948,2006-06-08,461983149.0,117.0,Cars,6.6
9600000,9700,2.637004,2005-09-03,4386236.0,144.0,The Lost City,5.9
1700000,14167,2.095106,2005-01-02,12762.0,90.0,Standing Still,5.7
9000000,12261,13.305564,2005-09-27,0.0,100.0,Carlito's Way: Rise to Power,4.3
2500000,53905,7.113961,2006-01-24,0.0,103.0,Marilyn Hotchkiss' Ballroom Dancing & Charm School,5.1
25000000,806,5.670679,2006-06-06,119188334.0,110.0,The Omen,5.3
32000000,9353,12.042646,2006-06-16,80197993.0,92.0,Nacho Libre,5.6
40000000,2044,12.589019,2006-06-16,114830111.0,99.0,The Lake House,6.5
82500000,9339,9.796552,2006-06-22,237681299.0,107.0,Click,6.0
35000000,350,13.102384,2006-06-30,326551094.0,109.0,The Devil Wears Prada,7.0
200000000,58,29.455314,2006-06-20,1065659812.0,151.0,Pirates of the Caribbean: Dead Man's Chest,7.0
54000000,1819,8.570085,2006-07-14,130431368.0,108.0,"You, Me and Dupree",5.4
5000000,2295,8.466725,2006-05-25,26888376.0,97.0,Clerks II,6.9
75000000,9697,8.704554,2006-07-21,42285169.0,110.0,Lady in the Water,5.3
8000000,10007,5.659608,2006-05-19,0.0,84.0,See No Evil,4.8
40000000,1887,8.852557,2006-05-24,60474340.0,123.0,Marie Antoinette,6.5
1000000,13508,8.570312,2006-08-04,1678874.0,92.0,Who Killed the Electric Car?,7.2
1000000,1781,6.684925,2006-01-24,46243000.0,100.0,An Inconvenient Truth,6.7
1200000,16074,1.811939,2004-10-01,0.0,85.0,Mountain Patrol,6.8
4200000,10947,10.187478,2006-01-20,0.0,98.0,High School Musical,6.1
1000000,41796,1.901063,1992-05-29,0.0,102.0,The Adjuster,6.5
85000000,9615,2.238808,2006-06-03,158468292.0,104.0,The Fast and the Furious: Tokyo Drift,6.1
270000000,1452,13.284712,2006-06-28,391081192.0,154.0,Superman Returns,5.4
10000000,18191,3.858023,2005-08-31,0.0,82.0,Edmond,6.0
5000000,14474,7.502117,2006-03-30,0.0,88.0,The Oh in Ohio,5.8
8000000,773,5.320117,2006-07-26,100523181.0,102.0,Little Miss Sunshine,7.5
11000000,36576,8.046375,1983-08-12,4491986.0,109.0,Curse of the Pink Panther,3.6
53000,36762,0.186921,1987-01-02,0.0,83.0,Rock 'n' Roll Nightmare,7.2
900000,41214,1.19379,1949-01-01,0.0,100.0,Knock on Any Door,6.1
25000000,1164,12.60853,2006-09-08,135330182.0,143.0,Babel,6.9
4000000,72881,0.775854,1970-11-18,0.0,97.0,I Walk the Line,5.7
12000000,31915,3.579175,1979-01-01,54000000.0,102.0,Prophecy,5.4
64000000,9072,7.067602,2006-08-31,101595121.0,98.0,Little Man,5.3
923,43600,6.232671,1933-11-24,0.0,92.0,Dancing Lady,6.2
5000000,9727,2.534678,2006-03-22,0.0,93.0,End Game,5.3
75000000,9297,15.402378,2006-07-21,140175006.0,91.0,Monster House,6.3
33000000,326,7.418574,2006-08-06,62022014.0,105.0,Snakes on a Plane,5.1
4000000,512,8.16339,2006-07-27,31584901.0,96.0,Scoop,6.4
72500000,9718,6.936688,2006-08-04,162966177.0,116.0,Talladega Nights: The Ballad of Ricky Bobby,6.2
110000000,1593,16.661966,2006-10-20,574480841.0,108.0,Night at the Museum,6.4
63000000,1852,13.332102,2006-08-09,162945894.0,128.0,World Trade Center,5.9
30000000,1262,10.798092,2006-09-09,53653224.0,113.0,Stranger Than Fiction,7.1
2160000,43610,0.230534,1945-06-01,9132000.0,119.0,The Valley of Decision,5.8
135000000,82,11.72545,2006-07-27,163794509.0,134.0,Miami Vice,5.7
55000000,1402,20.981716,2006-12-14,307077295.0,117.0,The Pursuit of Happyness,7.7
18000000,9293,7.810301,2006-07-27,41009669.0,87.0,John Tucker Must Die,5.9
50000000,9906,7.000272,2006-07-27,55181129.0,88.0,The Ant Bully,5.5
750000,47880,2.6982,2005-11-25,1720953.0,108.0,Mrs Palfrey at The Claremont,6.8
12000000,1948,12.627593,2006-08-31,42931041.0,88.0,Crank,6.6
5000000,148,12.775583,2005-12-15,0.0,112.0,The Secret Life of Words,6.8
40000000,77221,6.652197,2011-12-21,5446000.0,130.0,Black Gold,5.9
2000000,77250,0.329549,1937-11-05,0.0,110.0,The Hurricane,5.9
4300000,52452,0.647692,2006-09-19,0.0,93.0,Johnny Was,4.0
20000000,5289,9.51795,2005-01-17,10289.0,106.0,Chaos,6.1
51000000,9907,6.984949,2006-08-04,72779000.0,90.0,Barnyard,5.3
12000000,9762,14.21769,2006-08-11,114194847.0,104.0,Step Up,6.7
35000000,14113,11.967444,2006-08-11,12506188.0,83.0,Zoom,4.9
8000000,15049,5.397604,2006-07-06,12671300.0,116.0,Bon Cop Bad Cop,6.5
700000,7859,12.155115,2006-08-11,4911725.0,107.0,Half Nelson,6.5
4439832,18672,2.872173,1992-06-26,0.0,107.0,The Legend of the Swordsman,6.9
12000000,11559,6.796465,2005-09-09,566611.0,120.0,Tideland,6.3
3700000,1023,6.044534,2005-04-15,0.0,94.0,Adam's Apples,7.4
662141,59964,1.233446,1943-04-09,1606624.0,98.0,Cabin in the Sky,7.1
850000,2168,6.558245,2006-05-26,0.0,91.0,2:37,6.7
23000000,9788,7.06088,2006-08-18,38505009.0,93.0,Accepted,6.2
2200000,14174,9.317941,2005-09-10,0.0,93.0,Lie with Me,5.2
40000000,1491,11.494009,2006-08-18,86915017.0,110.0,The Illusionist,7.1
15000000,1165,7.904371,2006-09-15,123384128.0,103.0,The Queen,6.8
17500000,9988,7.481125,2006-08-25,19179969.0,110.0,Beerfest,5.8
200000,4913,1.359754,2005-09-10,0.0,83.0,"Sorry, Haters",6.5
15000000,11227,5.512501,2005-12-21,0.0,91.0,Angel-A,6.8
500000,40769,0.3671,2005-03-01,0.0,109.0,Mutual Appreciation,6.1
40000000,9708,9.423256,2006-09-01,38755073.0,102.0,The Wicker Man,4.0
5800000,14351,0.906143,2006-09-01,7000000.0,95.0,Crossover,4.2
900000,9813,4.997751,2005-09-12,381420.0,96.0,The Quiet,6.1
6500000,1116,6.752524,2006-06-23,22889018.0,124.0,The Wind That Shakes the Barley,7.1
20000000,9954,12.72212,2006-09-08,37597471.0,97.0,The Covenant,5.2
1600000,43829,9.067078,1939-01-14,0.0,106.0,Jesse James,6.1
20000000,7511,9.996541,2006-09-10,0.0,115.0,The Last Kiss,5.9
9000000,14057,10.184628,2005-09-01,0.0,103.0,Trust the Man,5.5
2000000,13075,3.319349,2006-09-08,622806.0,96.0,Sherrybaby,6.3
30000000,7512,12.130803,2006-09-01,495303.0,84.0,Idiocracy,6.3
10,1963,2.717261,2005-05-12,0.0,89.0,The Bow,6.7
35000000,10846,5.524817,2005-10-14,0.0,114.0,The Tiger and the Snow,6.9
1800000,32969,1.916337,1968-07-18,0.0,89.0,Pretty Poison,6.8
35000000,1381,11.577121,2006-09-06,15304890.0,96.0,The Fountain,6.8
6000000,300,10.603991,2006-02-11,9524340.0,105.0,The Science of Sleep,6.8
1549000,16411,4.331811,2005-05-12,7096000.0,107.0,Initial D,6.3
4000000,44046,2.045542,1998-01-17,0.0,88.0,Wicked,5.3
50000000,9676,6.506572,2006-09-15,49111202.0,121.0,The Black Dahlia,5.7
30000000,9766,5.025475,2006-09-15,41480851.0,125.0,Gridiron Gang,6.6
76000,5721,1.310245,1968-10-15,6000000.0,70.0,Vixen!,5.5
40000000,1579,7.735233,2006-12-07,120175290.0,139.0,Apocalypto,7.3
5000000,65488,2.607994,1957-12-20,0.0,168.0,Raintree County,5.2
60000000,9664,5.460942,2006-09-22,17800000.0,140.0,Flyboys,6.3
11000000,12094,7.915368,2006-09-22,72778712.0,95.0,Jackass Number Two,6.4
55000000,1717,7.991168,2006-09-10,9450897.0,125.0,All the King's Men,5.7
450000,15624,2.333661,2006-06-07,973525.0,84.0,Conversations with Other Women,6.2
18000000,496,8.278336,2006-11-01,261572744.0,82.0,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,6.5
19000000,1417,26.817754,2006-05-27,83258226.0,118.0,Pan's Labyrinth,7.6
70000000,4643,10.031817,2006-09-28,55011732.0,139.0,The Guardian,6.8
85000000,7484,11.744242,2006-09-29,197309027.0,83.0,Open Season,6.1
20000000,9842,10.725567,2006-09-29,17807569.0,100.0,School for Scoundrels,5.6
90000000,1422,18.515448,2006-10-05,289847354.0,151.0,The Departed,7.9
16000000,10781,10.516112,2006-10-06,0.0,91.0,The Texas Chainsaw Massacre: The Beginning,5.9
12000000,9794,8.596352,2006-10-06,38368909.0,103.0,Employee of the Month,5.4
40000000,9978,8.778999,2006-07-21,23937870.0,93.0,Stormbreaker,5.1
1900000,8332,2.266307,2005-04-24,0.0,127.0,Antibodies,6.7
12000000,7510,4.926507,2006-10-27,6754898.0,116.0,Running with Scissors,5.8
20000000,1975,6.768804,2006-10-13,39143839.0,102.0,The Grudge 2,5.3
20000000,9895,7.018483,2006-10-09,41237648.0,115.0,Man of the Year,5.8
20000000,8975,6.679168,2006-10-13,22165608.0,92.0,The Marine,5.0
13000000,9672,5.169999,2006-11-16,1151330.0,110.0,Infamous,6.4
20000000,15005,3.660528,2006-10-13,13391174.0,123.0,One Night with the King,6.1
1000000,39183,0.110813,2006-01-01,0.0,97.0,Once in a Lifetime: The Extraordinary Story of the New York Cosmos,4.7
6000000,86,11.552537,2006-02-10,0.0,105.0,The Elementary Particles,6.4
2500,13209,1.52896,2006-05-26,0.0,93.0,Offside,6.7
26000000,1440,7.311148,2006-10-06,14821658.0,136.0,Little Children,6.9
11,28932,3.566996,1978-04-26,11.0,145.0,F.I.S.T.,6.5
100000,18925,7.485908,2006-09-29,10178331.0,111.0,Facing the Giants,6.6
6000000,1523,9.424157,2006-09-01,48027970.0,121.0,The Last King of Scotland,7.4
2000000,1378,11.547748,2006-05-20,5179037.0,101.0,Shortbus,6.3
76000000,9693,14.114606,2006-09-22,69959751.0,109.0,Children of Men,7.4
40000000,1124,16.94556,2006-10-19,109676311.0,130.0,The Prestige,8.0
90000000,3683,9.224494,2006-10-18,65900249.0,132.0,Flags of Our Fathers,6.7
15000000,14012,3.94159,2006-10-20,21000000.0,95.0,Flicka,6.1
9500000,14097,9.586723,2005-09-19,24000000.0,139.0,9th Company,6.8
10000000,214,14.938035,2006-10-27,163876815.0,108.0,Saw III,6.1
2000000,21173,4.028906,2006-10-27,167000.0,97.0,Death of a President,5.7
1200000,43884,5.39865,1936-10-20,2736000.0,115.0,The Charge of the Light Brigade,6.8
149000000,11619,9.922577,2006-10-22,64459316.0,85.0,Flushed Away,6.0
50000000,1427,10.297304,2006-09-13,132180323.0,147.0,Perfume: The Story of a Murderer,7.1
4800000,23030,4.953729,1966-05-04,0.0,105.0,Arabesque,5.9
12000000,13767,6.829528,2006-11-01,84500122.0,98.0,The Santa Clause 3: The Escape Clause,5.0
35000000,9726,7.82187,2006-09-09,42064105.0,118.0,A Good Year,6.5
1500000,61650,1.061486,1948-08-20,0.0,116.0,A Foreign Affair,6.7
15000000,10093,9.338989,2006-11-10,11992014.0,85.0,The Return,5.1
12000000,14799,12.142183,2006-11-22,5542025.0,86.0,For Your Consideration,5.9
150000000,36557,23.065078,2006-11-14,599045960.0,144.0,Casino Royale,7.3
100000000,9836,15.088318,2006-11-16,384335608.0,108.0,Happy Feet,5.9
4000000,9809,3.856827,2006-11-17,4630045.0,84.0,Let's Go to Prison,5.5
75000000,7551,14.922904,2006-11-22,180557550.0,126.0,Déjà Vu,6.6
85000000,1581,14.043416,2006-12-08,194168700.0,136.0,The Holiday,6.7
12000000,313,11.556057,2006-02-09,1381665.0,112.0,Snow Cake,7.3
2000000,7873,7.659357,2005-09-11,5967038.0,120.0,Harsh Times,6.3
250000,27387,6.677536,2003-05-13,0.0,88.0,Gacy,4.4
150,5698,4.248169,1903-12-01,0.0,12.0,The Great Train Robbery,7.1
22000000,2179,7.98193,2006-11-22,13405595.0,93.0,Tenacious D in The Pick of Destiny,6.5
35000000,2447,4.68645,2006-12-01,0.0,101.0,The Nativity Story,6.4
10000000,9796,11.951258,2006-12-01,0.0,93.0,Turistas,5.3
100000000,1372,12.477872,2006-12-07,170877916.0,143.0,Blood Diamond,7.4
26000000,18147,5.437197,2006-12-08,0.0,90.0,Unaccompanied Minors,5.5
85000000,9986,10.254314,2006-12-15,144000000.0,97.0,Charlotte's Web,5.8
100000000,2486,9.851133,2006-12-14,249288105.0,104.0,Eragon,4.9
24000000,1246,11.697604,2006-12-20,155721132.0,102.0,Rocky Balboa,6.5
16800000,18615,5.108321,2006-08-30,2281089.0,122.0,Fur: An Imaginary Portrait of Diane Arbus,5.8
500000,12795,5.978211,2006-04-28,745327.0,92.0,Another Gay Movie,5.2
12,97519,0.907629,1973-03-17,0.0,143.0,Lost Horizon,4.6
19400000,14202,11.370183,2006-12-09,0.0,125.0,The Painted Veil,7.1
65000000,11170,5.401746,2006-12-12,43545364.0,124.0,We Are Marshall,6.7
85000000,1247,11.057536,2006-12-11,59908565.0,167.0,The Good Shepherd,6.3
70000000,1125,7.739633,2006-12-25,154937680.0,134.0,Dreamgirls,6.6
5000,14277,0.651714,2006-06-01,0.0,100.0,Loose Change: 2nd Edition,6.3
21000000,1646,13.585233,2007-01-05,41170784.0,123.0,Freedom Writers,7.6
2000000,58923,0.525385,2006-08-16,0.0,255.0,When the Levees Broke: A Requiem in Four Acts,7.0
45000,42241,1.070492,1976-12-17,0.0,86.0,Sebastiane,8.0
4000000,8618,3.403583,2006-10-02,13401952.0,109.0,The History Boys,6.6
15000000,1259,8.593087,2006-12-25,49469904.0,92.0,Notes on a Scandal,6.9
70000,20842,1.796065,1973-02-28,0.0,87.0,Children Shouldn't Play with Dead Things,5.3
15000000,10908,7.965505,1999-09-25,0.0,95.0,Inferno,5.1
21000000,9053,5.756379,2006-09-07,480314.0,87.0,DOA: Dead or Alive,5.0
110,1494,6.238036,2006-12-21,0.0,114.0,Curse of the Golden Flower,6.6
32000000,182,5.290831,2006-12-08,5914908.0,108.0,The Good German,5.9
19000000,1251,11.649588,2006-12-19,68673228.0,141.0,Letters from Iwo Jima,7.2
9000000,9656,7.888302,2006-12-25,21510851.0,84.0,Black Christmas,4.8
47000000,5393,13.139893,2006-09-14,38085778.0,75.0,Happily N'Ever After,4.6
12000000,14171,4.068478,2006-12-15,0.0,106.0,Home of the Brave,5.5
20000000,14396,11.107148,2007-01-05,10337477.0,84.0,Code Name: The Cleaner,4.7
13000000,1931,5.607508,2007-05-16,75511123.0,114.0,Stomp the Yard,6.1
30000000,13967,8.599342,2006-12-03,35078241.0,92.0,Miss Potter,6.3
86000000,9992,11.621534,2006-12-13,107944236.0,94.0,Arthur and the Invisibles,6.0
900000,19344,7.528482,2006-03-08,0.0,76.0,Loving Annabelle,6.4
300000,26518,2.196695,2006-01-01,0.0,73.0,Old Joy,6.3
10000000,8398,7.160967,2007-01-19,25399945.0,84.0,The Hitcher,5.6
6000000,19166,5.499612,2005-01-01,0.0,86.0,House Of 9,4.9
60000000,1265,8.460206,2007-02-16,137587063.0,96.0,Bridge to Terabithia,7.0
100000,27432,2.777856,1978-11-14,362222.0,83.0,Killer of Sheep,6.5
2000000,10758,11.276024,2007-05-25,22179430.0,108.0,Waitress,6.6
25000000,13668,5.953413,2006-10-20,16158487.0,111.0,Catch and Release,5.8
17000000,7516,7.906434,2006-12-09,57103895.0,109.0,Smokin' Aces,6.4
20000000,9760,5.549609,2007-01-25,86865564.0,86.0,Epic Movie,3.2
16000000,9966,9.629399,2007-02-02,1109660.0,90.0,The Messengers,5.6
50000000,1248,2.159558,2007-02-06,82169884.0,121.0,Hannibal Rising,6.0
60000000,9757,7.667874,2007-02-08,95673607.0,101.0,Norbit,5.0
3000000,5206,4.066106,2006-09-21,0.0,95.0,The Boss of It All,6.8
150000000,2062,20.50803,2007-06-22,623722818.0,111.0,Ratatouille,7.5
13000000,2266,6.980486,2006-05-16,4857367.0,120.0,"Paris, je t'aime",6.7
13000000,5172,6.862146,2006-10-15,11130889.0,104.0,The Astronaut Farmer,6.2
15500000,37725,8.960677,2006-12-26,7385434.0,95.0,It's a Boy Girl Thing,6.3
5000000,40973,0.619657,1970-06-24,3000000.0,94.0,Myra Breckinridge,4.8
14500000,2016,10.021547,2006-05-25,22963701.0,128.0,Days of Glory,6.7
3700000,9828,13.505066,2006-11-03,3338228.0,98.0,Unknown,6.4
5000000,9958,3.172765,2006-10-06,3833507.0,95.0,Trailer Park Boys: The Movie,6.8
110000000,1250,11.902354,2007-02-16,228738393.0,114.0,Ghost Rider,5.2
10000000,16555,6.063809,2007-02-14,31609243.0,100.0,Daddy's Little Girls,6.6
40000000,11172,7.196688,2007-02-09,145896422.0,96.0,Music and Lyrics,6.2
30000000,3594,8.140941,2007-02-23,77566815.0,101.0,The Number 23,6.3
10000000,10090,4.468247,2007-02-23,20342161.0,84.0,Reno 911!: Miami,5.6
15000000,7874,7.050403,2006-12-08,10903846.0,116.0,Black Snake Moan,6.6
7000000,12271,19.651793,2006-12-29,0.0,90.0,Factory Girl,6.2
15000000,17919,2.529274,2005-10-24,0.0,176.0,Human Trafficking,7.2
994000,13185,5.230003,2006-03-03,165000.0,89.0,Kidulthood,6.2
5000000,26655,2.255781,2006-06-06,0.0,96.0,Like Mike 2: Streetball,3.6
12000000,4638,13.535195,2007-02-14,80573774.0,121.0,Hot Fuzz,7.4
2000000,68979,1.300278,1966-10-12,0.0,104.0,Dead Heat on a Merry-Go-Round,6.0
7,83980,0.0339,1974-11-13,0.0,170.0,The Trial of Billy Jack,6.8
70000000,1738,9.41746,2007-04-24,76066841.0,96.0,Next,5.9
818418,14375,4.387586,2005-09-30,4851244.0,152.0,Romanzo criminale,7.3
3000000,10845,4.619056,2005-05-12,0.0,87.0,2001 Maniacs,4.9
13000000,31659,1.884204,1986-04-17,8475466.0,100.0,Wise Guys,6.1
65000000,1949,19.083823,2007-03-02,84785914.0,157.0,Zodiac,7.3
275,27040,2.574317,1943-01-01,0.0,14.0,Meshes of the Afternoon,7.7
2000000,41393,0.717595,2006-02-25,30.0,90.0,Zyzzyx Road,4.0
65000000,1271,18.108408,2006-12-09,422610419.0,117.0,300,7.0
8,14055,5.140016,2006-09-13,21.0,92.0,Starter for 10,6.7
11000000,1255,9.386916,2006-07-27,88489643.0,119.0,The Host,6.7
16500000,2977,7.829737,2007-03-02,37311672.0,120.0,Becoming Jane,6.9
12000000,16727,4.273271,2006-09-02,20138836.0,122.0,The Namesake,6.8
11000000,14434,3.966066,2007-03-16,13196245.0,90.0,I Think I Love My Wife,5.0
1200000,27919,0.753558,2006-01-01,0.0,103.0,The Second Chance,4.9
20000000,9963,10.163764,2007-02-08,84146832.0,96.0,Premonition,5.8
20000000,14001,10.763622,2007-03-16,22217407.0,89.0,Dead Silence,6.2
20000000,2355,10.027137,2007-03-23,22222308.0,124.0,Reign Over Me,7.1
61000000,7485,14.246918,2007-03-22,95696996.0,124.0,Shooter,6.9
15000000,9793,5.559312,2007-03-22,0.0,89.0,The Hills Have Eyes 2,5.2
34000000,1273,11.358363,2007-03-23,95608995.0,90.0,TMNT,6.0
25000000,19495,8.762777,2005-07-17,0.0,112.0,Nomad: The Warrior,4.3
21000000,9075,7.440511,2006-09-01,26193068.0,145.0,Black Book,7.2
3000,83346,0.012313,1988-01-01,0.0,85.0,It's Impossible to Learn to Plow by Reading Books,4.6
10000000,11958,2.725099,2003-03-05,0.0,111.0,"Not For, or Against (Quite the Contrary)",5.7
16000000,8270,12.153493,2007-03-09,5367030.0,99.0,The Lookout,6.6
53000000,9955,5.956794,2007-03-30,0.0,93.0,Blades of Glory,5.9
40000000,1683,9.825841,2007-04-05,62771059.0,99.0,The Reaping,5.4
150000000,1267,10.529576,2007-03-23,169332978.0,95.0,Meet the Robinsons,6.7
18000000,13249,5.034585,2006-09-13,1196307.0,115.0,Seraphim Falls,6.4
50000000,1272,12.715571,2007-04-05,32017803.0,107.0,Sunshine,7.0
11000000,1590,2.331416,2006-09-10,0.0,104.0,Copying Beethoven,6.3
25000000,9903,4.78586,2006-10-14,11772461.0,116.0,The Hoax,6.4
19610000,10798,10.77037,2005-10-15,0.0,102.0,Sky Fighters,6.4
315000,13377,6.353239,1966-12-18,0.0,26.0,How the Grinch Stole Christmas!,7.2
50000000,11515,5.91265,2006-11-08,9448082.0,114.0,Goya's Ghosts,6.6
60795000,7183,9.925255,2007-04-12,73090611.0,109.0,Perfect Stranger,5.4
20000000,8271,18.006896,2007-04-12,117760134.0,105.0,Disturbia,6.6
45000000,1534,11.101549,2007-01-11,30822861.0,99.0,Pathfinder,5.4
15500000,18777,6.300001,2005-09-12,1237615.0,93.0,Slow Burn,5.5
26000000,16392,3.215155,2007-04-13,0.0,95.0,Redline,4.5
25000000,1441,5.615957,2006-04-05,5549200.0,96.0,The Contract,5.5
19000000,10294,7.712309,2007-04-20,35300645.0,80.0,Vacancy,6.0
10000000,13067,9.351276,2007-04-16,17500000.0,97.0,In the Land of Women,5.8
25000000,1268,10.19853,2007-03-22,229736344.0,90.0,Mr. Bean's Holiday,6.1
30000000,9785,6.097503,2007-04-27,26810113.0,102.0,The Invisible,6.0
258000000,559,27.614265,2007-05-01,890871626.0,139.0,Spider-Man 3,5.9
22000000,37933,9.409701,2006-07-29,68000000.0,115.0,Tales from Earthsea,6.5
1100000,14240,6.595038,1988-05-13,0.0,85.0,Maniac Cop,5.7
8000000,49081,0.860734,2005-10-25,2019009.0,124.0,The Rocket: The Legend of Rocket Richard,6.1
4200000,2269,7.42908,2006-01-01,38862717.0,132.0,Day Watch,6.2
2380000,11798,2.514638,2006-09-12,8176544.0,101.0,This Is England,7.4
30000000,4964,9.058516,2007-06-01,219076518.0,129.0,Knocked Up,6.2
50000000,2976,7.768045,2007-07-13,90450008.0,117.0,Hairspray,6.5
15000000,1562,12.884191,2007-04-26,64238440.0,100.0,28 Weeks Later,6.5
20000000,13159,7.281643,2007-05-11,0.0,113.0,Georgia Rule,5.6
12,14547,7.472887,2007-05-11,0.0,90.0,Delta Farce,4.5
160000000,810,14.072479,2007-05-17,798958165.0,93.0,Shrek the Third,6.0
160000,5723,10.357064,2007-03-23,20710513.0,85.0,Once,7.4
300000000,285,31.363664,2007-05-19,961000000.0,169.0,Pirates of the Caribbean: At World's End,6.9
4000000,12526,5.911303,2006-05-19,8059140.0,102.0,Bug,6.0
20000000,3432,7.423812,2007-06-01,41637263.0,120.0,Mr. Brooks,6.8
9000000,15568,2.961621,2007-06-01,2955039.0,97.0,Gracie,6.0
50000,50153,1.199625,1951-04-27,0.0,70.0,The Man from Planet X,5.5
30000000,3489,8.552967,2007-02-14,16930884.0,108.0,88 Minutes,5.7
85000000,298,12.16276,2007-06-07,311312624.0,122.0,Ocean's Thirteen,6.5
2000000,14064,1.372493,2006-06-29,300000.0,90.0,Ten Canoes,6.7
1000000,18206,2.392367,2006-04-28,10018.0,78.0,Alone With Her,6.2
10200000,1691,8.916747,2007-06-08,35619521.0,93.0,Hostel: Part II,5.6
85000000,9408,11.526339,2007-06-08,149044513.0,85.0,Surf's Up,5.9
130000000,1979,12.924254,2007-06-13,289047763.0,92.0,Fantastic 4: Rise of the Silver Surfer,5.4
8000000,10288,5.284805,2006-09-07,426224.0,91.0,Fido,6.6
25000000,1991,13.412137,2007-05-21,25037897.0,113.0,Death Proof,6.7
16000,43353,0.892476,1953-06-25,1000000.0,66.0,Robot Monster,3.5
10000000,9952,9.604564,2006-09-09,7177143.0,126.0,Rescue Dawn,6.9
2000000,17320,4.681832,2006-04-28,265198.0,87.0,The TV Set,6.0
1400000,1294,7.505997,2006-06-23,0.0,112.0,Four Minutes,7.0
25000,13120,1.573576,2007-04-27,0.0,90.0,In Search of a Midnight Kiss,6.4
14000000,34573,3.794133,1985-12-09,0.0,187.0,Alice in Wonderland,6.3
4500000,13807,8.311721,2006-09-06,0.0,110.0,Exiled,7.0
250000,54934,0.003013,1992-09-11,340147.0,82.0,Swoon,5.9
230400,9815,4.59233,2007-02-09,0.0,115.0,Goal! II: Living the Dream,5.8
9000000,2359,6.766086,2007-05-18,24538513.0,123.0,Sicko,7.3
2224000,442,0.988777,2004-09-24,28000000.0,100.0,Popular Music,6.0
16000000,1988,16.770196,2007-01-01,18928871.0,100.0,A Mighty Heart,6.7
25000000,3021,9.196884,2007-07-12,94679598.0,104.0,1408,6.5
9000000,2196,8.832907,2007-02-09,46.0,90.0,Death at a Funeral,6.9
110000000,1571,14.886039,2007-06-20,383531464.0,128.0,Live Free or Die Hard,6.4
35000000,2959,7.102076,2007-07-04,69307224.0,91.0,License to Wed,5.3
175000000,2698,9.156877,2007-06-09,173000000.0,96.0,Evan Almighty,5.3
150000000,1858,5.587707,2007-06-27,709709780.0,144.0,Transformers,6.6
17000000,14125,8.687797,2007-03-09,2626800.0,96.0,Captivity,4.4
150000000,675,21.3643,2007-06-28,938212738.0,138.0,Harry Potter and the Order of the Phoenix,7.4
85000000,3563,6.645799,2007-07-12,186072214.0,115.0,I Now Pronounce You Chuck & Larry,5.8
25000000,13491,7.294411,2007-12-17,0.0,139.0,Arn: The Knight Templar,6.4
2000000,13337,1.798357,2007-01-01,0.0,97.0,Broken English,6.6
